ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Swatches Attributes,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Meta: _wp_page_template,Meta: anarkali_loop_product_slider_speed,Meta: anarkali_showcase_type,Meta: anarkali_showcase_bg_type,Meta: anarkali_showcase_custom_bgcolor,Meta: anarkali_showcase_custom_textcolor,Meta: anarkali_badge_color,Meta: anarkali_product_extra_fatures,Meta: anarkali_custom_badge,Meta: anarkali_product_size_guide,Meta: anarkali_countdown_date,Meta: anarkali_countdown_text,Meta: anarkali_product_video_type,Meta: anarkali_product_video_source_type,Meta: anarkali_product_popup_video,Meta: anarkali_product_iframe_video,Meta: anarkali_product_video_preview,Meta: anarkali_product_video_on_shop,Meta: anarkali_tabs_title,Meta: anarkali_tabs_content,Meta: anarkali_product_header_type,Meta: anarkali_product_header_bgcolor,Meta: anarkali_product_header_menuitem_color,Meta: anarkali_product_header_menuitem_hvrcolor,Meta: anarkali_product_header_svgicon_color,Meta: anarkali_product_header_counter_bgcolor,Meta: anarkali_product_header_counter_color,Meta: anarkali_product_sticky_header_bgcolor,Meta: anarkali_product_sticky_header_menuitem_color,Meta: anarkali_product_sticky_header_menuitem_hvrcolor,Meta: anarkali_product_sticky_header_svgicon_color,Meta: anarkali_product_sticky_header_counter_bgcolor,Meta: anarkali_product_sticky_header_counter_color,Meta: _product_360_image_gallery
,simple,AM079-004,, Women's Rayon Printed Off-Shoulder Smocked Crop Top Short Sleeve Casual Styles Tank Top (FREE SIZE) Multi11,1,0,visible,"Turn heads with this chic off-shoulder smocked crop top. Featuring a flattering shirred fit, ruffled trim, and vibrant color, it’s perfect for pairing with high-waisted jeans, skirts, or shorts—ideal for both casual outings and dressy occasions.","Make a bold statement with this stunning off-shoulder crop top. The smocked fabric creates an elegant textured pattern with delicate detailing throughout. Its stretchy, shirred design ensures a comfortable and flattering fit while the ruffled trim adds a feminine touch. The off-shoulder neckline with short sleeves creates a romantic silhouette perfect for casual outings or dressy occasions. The cropped length pairs beautifully with high-waisted jeans, skirts, or shorts. The vibrant colour makes it an eye-catching piece for your wardrobe. The elasticated top and bottom hems provide secure wearing comfort. This versatile top can be dressed up or down depending on the occasion, making it a must-have fashion staple for the modern wardrobe. The lightweight fabric makes it ideal for warm weather, while the fitted silhouette flatters various body types.",,,taxable,,1,100,,0,0,,,,,1,,550,1100,Crop Top,,,"https://imagizer.imageshack.com/img922/8795/whBONP.jpg,https://imagizer.imageshack.com/img924/104/vy3Pnh.jpg,https://imagizer.imageshack.com/img924/1967/2dh6UT.jpg,https://imagizer.imageshack.com/img922/1149/H5RpTi.jpg",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,AM079-003,, Women's Rayon Printed Off-Shoulder Smocked Crop Top Short Sleeve Casual Styles Tank Top (FREE SIZE) Multi12,1,0,visible,"Turn heads with this chic off-shoulder smocked crop top. Featuring a flattering shirred fit, ruffled trim, and vibrant color, it’s perfect for pairing with high-waisted jeans, skirts, or shorts—ideal for both casual outings and dressy occasions.","Make a bold statement with this stunning off-shoulder crop top. The smocked fabric creates an elegant textured pattern with delicate detailing throughout. Its stretchy, shirred design ensures a comfortable and flattering fit while the ruffled trim adds a feminine touch. The off-shoulder neckline with short sleeves creates a romantic silhouette perfect for casual outings or dressy occasions. The cropped length pairs beautifully with high-waisted jeans, skirts, or shorts. The vibrant colour makes it an eye-catching piece for your wardrobe. The elasticated top and bottom hems provide secure wearing comfort. This versatile top can be dressed up or down depending on the occasion, making it a must-have fashion staple for the modern wardrobe. The lightweight fabric makes it ideal for warm weather, while the fitted silhouette flatters various body types.",,,taxable,,1,100,,0,0,,,,,1,,550,1100,Crop Top,,,"https://imagizer.imageshack.com/img924/6033/RdCxiW.jpg,https://imagizer.imageshack.com/img923/4813/nhsNIb.jpg,https://imagizer.imageshack.com/img922/1603/9Xpfka.jpg,https://imagizer.imageshack.com/img924/1310/wsgTAf.jpg",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,AM079-006,, Women's Rayon Printed Off-Shoulder Smocked Crop Top Short Sleeve Casual Styles Tank Top (FREE SIZE) Multi13,1,0,visible,"Turn heads with this chic off-shoulder smocked crop top. Featuring a flattering shirred fit, ruffled trim, and vibrant color, it’s perfect for pairing with high-waisted jeans, skirts, or shorts—ideal for both casual outings and dressy occasions.","Make a bold statement with this stunning off-shoulder crop top. The smocked fabric creates an elegant textured pattern with delicate detailing throughout. Its stretchy, shirred design ensures a comfortable and flattering fit while the ruffled trim adds a feminine touch. The off-shoulder neckline with short sleeves creates a romantic silhouette perfect for casual outings or dressy occasions. The cropped length pairs beautifully with high-waisted jeans, skirts, or shorts. The vibrant colour makes it an eye-catching piece for your wardrobe. The elasticated top and bottom hems provide secure wearing comfort. This versatile top can be dressed up or down depending on the occasion, making it a must-have fashion staple for the modern wardrobe. The lightweight fabric makes it ideal for warm weather, while the fitted silhouette flatters various body types.",,,taxable,,1,100,,0,0,,,,,1,,550,1100,Crop Top,,,"https://imagizer.imageshack.com/img923/2573/kfUFtA.jpg,https://imagizer.imageshack.com/img922/7665/fzhR1C.jpg,https://imagizer.imageshack.com/img924/1827/qzXrzU.jpg,https://imagizer.imageshack.com/img922/6948/n4yPdX.jpg",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,AM079-008,, Women's Rayon Printed Off-Shoulder Smocked Crop Top Short Sleeve Casual Styles Tank Top (FREE SIZE) Multi14,1,0,visible,"Turn heads with this chic off-shoulder smocked crop top. Featuring a flattering shirred fit, ruffled trim, and vibrant color, it’s perfect for pairing with high-waisted jeans, skirts, or shorts—ideal for both casual outings and dressy occasions.","Make a bold statement with this stunning off-shoulder crop top. The smocked fabric creates an elegant textured pattern with delicate detailing throughout. Its stretchy, shirred design ensures a comfortable and flattering fit while the ruffled trim adds a feminine touch. The off-shoulder neckline with short sleeves creates a romantic silhouette perfect for casual outings or dressy occasions. The cropped length pairs beautifully with high-waisted jeans, skirts, or shorts. The vibrant colour makes it an eye-catching piece for your wardrobe. The elasticated top and bottom hems provide secure wearing comfort. This versatile top can be dressed up or down depending on the occasion, making it a must-have fashion staple for the modern wardrobe. The lightweight fabric makes it ideal for warm weather, while the fitted silhouette flatters various body types.",,,taxable,,1,100,,0,0,,,,,1,,550,1100,Crop Top,,,"https://imagizer.imageshack.com/img924/1783/W9w1ET.jpg,https://imagizer.imageshack.com/img924/9027/0BIHqS.jpg,https://imagizer.imageshack.com/img924/8809/YzuLgP.jpg,https://imagizer.imageshack.com/img924/5460/0mFXrm.jpg",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,AM080-ARIZONA TAN,, Women's Rayon Solid Off-Shoulder Smocked Crop Top Short Sleeve Casual Styles Tank Top (FREE SIZE) Multi15,1,0,visible,"Turn heads with this chic off-shoulder smocked crop top. Featuring a flattering shirred fit, ruffled trim, and vibrant color, it’s perfect for pairing with high-waisted jeans, skirts, or shorts—ideal for both casual outings and dressy occasions.","Make a bold statement with this stunning off-shoulder crop top. The smocked fabric creates an elegant textured pattern with delicate detailing throughout. Its stretchy, shirred design ensures a comfortable and flattering fit while the ruffled trim adds a feminine touch. The off-shoulder neckline with short sleeves creates a romantic silhouette perfect for casual outings or dressy occasions. The cropped length pairs beautifully with high-waisted jeans, skirts, or shorts. The vibrant colour makes it an eye-catching piece for your wardrobe. The elasticated top and bottom hems provide secure wearing comfort. This versatile top can be dressed up or down depending on the occasion, making it a must-have fashion staple for the modern wardrobe. The lightweight fabric makes it ideal for warm weather, while the fitted silhouette flatters various body types.",,,taxable,,1,100,,0,0,,,,,1,,550,1100,Crop Top,,,"https://imagizer.imageshack.com/img924/5098/xffXyx.jpg,https://imagizer.imageshack.com/img924/8899/ABv249.jpg,https://imagizer.imageshack.com/img924/906/68zdf5.jpg,https://imagizer.imageshack.com/img923/9540/O8EffN.jpg",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,AM080-B PINK,, Women's Rayon Solid Off-Shoulder Smocked Crop Top Short Sleeve Casual Styles Tank Top (FREE SIZE) Multi16,1,0,visible,"Turn heads with this chic off-shoulder smocked crop top. Featuring a flattering shirred fit, ruffled trim, and vibrant color, it’s perfect for pairing with high-waisted jeans, skirts, or shorts—ideal for both casual outings and dressy occasions.","Make a bold statement with this stunning off-shoulder crop top. The smocked fabric creates an elegant textured pattern with delicate detailing throughout. Its stretchy, shirred design ensures a comfortable and flattering fit while the ruffled trim adds a feminine touch. The off-shoulder neckline with short sleeves creates a romantic silhouette perfect for casual outings or dressy occasions. The cropped length pairs beautifully with high-waisted jeans, skirts, or shorts. The vibrant colour makes it an eye-catching piece for your wardrobe. The elasticated top and bottom hems provide secure wearing comfort. This versatile top can be dressed up or down depending on the occasion, making it a must-have fashion staple for the modern wardrobe. The lightweight fabric makes it ideal for warm weather, while the fitted silhouette flatters various body types.",,,taxable,,1,100,,0,0,,,,,1,,550,1100,Crop Top,,,"https://imagizer.imageshack.com/img924/6610/yzEYyG.jpg,https://imagizer.imageshack.com/img922/5612/JT3nTN.jpg,https://imagizer.imageshack.com/img923/8762/zCvOjq.jpg,https://imagizer.imageshack.com/img922/8503/IPPBbU.jpg",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,AM080-BEIGE,, Women's Rayon Solid Off-Shoulder Smocked Crop Top Short Sleeve Casual Styles Tank Top (FREE SIZE) Multi17,1,0,visible,"Turn heads with this chic off-shoulder smocked crop top. Featuring a flattering shirred fit, ruffled trim, and vibrant color, it’s perfect for pairing with high-waisted jeans, skirts, or shorts—ideal for both casual outings and dressy occasions.","Make a bold statement with this stunning off-shoulder crop top. The smocked fabric creates an elegant textured pattern with delicate detailing throughout. Its stretchy, shirred design ensures a comfortable and flattering fit while the ruffled trim adds a feminine touch. The off-shoulder neckline with short sleeves creates a romantic silhouette perfect for casual outings or dressy occasions. The cropped length pairs beautifully with high-waisted jeans, skirts, or shorts. The vibrant colour makes it an eye-catching piece for your wardrobe. The elasticated top and bottom hems provide secure wearing comfort. This versatile top can be dressed up or down depending on the occasion, making it a must-have fashion staple for the modern wardrobe. The lightweight fabric makes it ideal for warm weather, while the fitted silhouette flatters various body types.",,,taxable,,1,100,,0,0,,,,,1,,550,1100,Crop Top,,,"https://imagizer.imageshack.com/img924/3041/5g1FxZ.jpg,https://imagizer.imageshack.com/img923/7012/s2EQrP.jpg,https://imagizer.imageshack.com/img922/7916/lwSiAM.jpg,https://imagizer.imageshack.com/img924/7488/0KYJ7x.jpg",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,AM080-BLACK,, Women's Rayon Solid Off-Shoulder Smocked Crop Top Short Sleeve Casual Styles Tank Top (FREE SIZE) Multi18,1,0,visible,"Turn heads with this chic off-shoulder smocked crop top. Featuring a flattering shirred fit, ruffled trim, and vibrant color, it’s perfect for pairing with high-waisted jeans, skirts, or shorts—ideal for both casual outings and dressy occasions.","Make a bold statement with this stunning off-shoulder crop top. The smocked fabric creates an elegant textured pattern with delicate detailing throughout. Its stretchy, shirred design ensures a comfortable and flattering fit while the ruffled trim adds a feminine touch. The off-shoulder neckline with short sleeves creates a romantic silhouette perfect for casual outings or dressy occasions. The cropped length pairs beautifully with high-waisted jeans, skirts, or shorts. The vibrant colour makes it an eye-catching piece for your wardrobe. The elasticated top and bottom hems provide secure wearing comfort. This versatile top can be dressed up or down depending on the occasion, making it a must-have fashion staple for the modern wardrobe. The lightweight fabric makes it ideal for warm weather, while the fitted silhouette flatters various body types.",,,taxable,,1,100,,0,0,,,,,1,,550,1100,Crop Top,,,"https://imagizer.imageshack.com/img924/9523/OEdcxJ.jpg,https://imagizer.imageshack.com/img922/3846/fpLox8.jpg,https://imagizer.imageshack.com/img924/6216/Y9UqIH.jpg,https://imagizer.imageshack.com/img923/2995/xgUdHd.jpg",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,AM080-BUFF,, Women's Rayon Solid Off-Shoulder Smocked Crop Top Short Sleeve Casual Styles Tank Top (FREE SIZE) Multi19,1,0,visible,"Turn heads with this chic off-shoulder smocked crop top. Featuring a flattering shirred fit, ruffled trim, and vibrant color, it’s perfect for pairing with high-waisted jeans, skirts, or shorts—ideal for both casual outings and dressy occasions.","Make a bold statement with this stunning off-shoulder crop top. The smocked fabric creates an elegant textured pattern with delicate detailing throughout. Its stretchy, shirred design ensures a comfortable and flattering fit while the ruffled trim adds a feminine touch. The off-shoulder neckline with short sleeves creates a romantic silhouette perfect for casual outings or dressy occasions. The cropped length pairs beautifully with high-waisted jeans, skirts, or shorts. The vibrant colour makes it an eye-catching piece for your wardrobe. The elasticated top and bottom hems provide secure wearing comfort. This versatile top can be dressed up or down depending on the occasion, making it a must-have fashion staple for the modern wardrobe. The lightweight fabric makes it ideal for warm weather, while the fitted silhouette flatters various body types.",,,taxable,,1,100,,0,0,,,,,1,,550,1100,Crop Top,,,"https://imagizer.imageshack.com/img924/9922/8HBmuZ.jpg,https://imagizer.imageshack.com/img922/5991/AQBOd5.jpg,https://imagizer.imageshack.com/img922/2089/HfRxpd.jpg,https://imagizer.imageshack.com/img924/8531/2S8jgA.jpg",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,AM080-DARK BLUE,, Women's Rayon Solid Off-Shoulder Smocked Crop Top Short Sleeve Casual Styles Tank Top (FREE SIZE) Multi20,1,0,visible,"Turn heads with this chic off-shoulder smocked crop top. Featuring a flattering shirred fit, ruffled trim, and vibrant color, it’s perfect for pairing with high-waisted jeans, skirts, or shorts—ideal for both casual outings and dressy occasions.","Make a bold statement with this stunning off-shoulder crop top. The smocked fabric creates an elegant textured pattern with delicate detailing throughout. Its stretchy, shirred design ensures a comfortable and flattering fit while the ruffled trim adds a feminine touch. The off-shoulder neckline with short sleeves creates a romantic silhouette perfect for casual outings or dressy occasions. The cropped length pairs beautifully with high-waisted jeans, skirts, or shorts. The vibrant colour makes it an eye-catching piece for your wardrobe. The elasticated top and bottom hems provide secure wearing comfort. This versatile top can be dressed up or down depending on the occasion, making it a must-have fashion staple for the modern wardrobe. The lightweight fabric makes it ideal for warm weather, while the fitted silhouette flatters various body types.",,,taxable,,1,100,,0,0,,,,,1,,550,1100,Crop Top,,,"https://imagizer.imageshack.com/img923/2608/u8ieVS.jpg,https://imagizer.imageshack.com/img922/4493/CYVM8O.jpg,https://imagizer.imageshack.com/img923/2595/cn7Jiy.jpg,https://imagizer.imageshack.com/img924/9215/ak2PPK.jpg",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,AM080-EMERALD,, Women's Rayon Solid Off-Shoulder Smocked Crop Top Short Sleeve Casual Styles Tank Top (FREE SIZE) Multi21,1,0,visible,"Turn heads with this chic off-shoulder smocked crop top. Featuring a flattering shirred fit, ruffled trim, and vibrant color, it’s perfect for pairing with high-waisted jeans, skirts, or shorts—ideal for both casual outings and dressy occasions.","Make a bold statement with this stunning off-shoulder crop top. The smocked fabric creates an elegant textured pattern with delicate detailing throughout. Its stretchy, shirred design ensures a comfortable and flattering fit while the ruffled trim adds a feminine touch. The off-shoulder neckline with short sleeves creates a romantic silhouette perfect for casual outings or dressy occasions. The cropped length pairs beautifully with high-waisted jeans, skirts, or shorts. The vibrant colour makes it an eye-catching piece for your wardrobe. The elasticated top and bottom hems provide secure wearing comfort. This versatile top can be dressed up or down depending on the occasion, making it a must-have fashion staple for the modern wardrobe. The lightweight fabric makes it ideal for warm weather, while the fitted silhouette flatters various body types.",,,taxable,,1,100,,0,0,,,,,1,,550,1100,Crop Top,,,"https://imagizer.imageshack.com/img924/5355/JIU8HF.jpg,https://imagizer.imageshack.com/img924/1246/cmEMWo.jpg,https://imagizer.imageshack.com/img924/8682/SV4xFT.jpg,https://imagizer.imageshack.com/img922/2117/HB7jKx.jpg",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,AM080-GREY,, Women's Rayon Solid Off-Shoulder Smocked Crop Top Short Sleeve Casual Styles Tank Top (FREE SIZE) Multi22,1,0,visible,"Turn heads with this chic off-shoulder smocked crop top. Featuring a flattering shirred fit, ruffled trim, and vibrant color, it’s perfect for pairing with high-waisted jeans, skirts, or shorts—ideal for both casual outings and dressy occasions.","Make a bold statement with this stunning off-shoulder crop top. The smocked fabric creates an elegant textured pattern with delicate detailing throughout. Its stretchy, shirred design ensures a comfortable and flattering fit while the ruffled trim adds a feminine touch. The off-shoulder neckline with short sleeves creates a romantic silhouette perfect for casual outings or dressy occasions. The cropped length pairs beautifully with high-waisted jeans, skirts, or shorts. The vibrant colour makes it an eye-catching piece for your wardrobe. The elasticated top and bottom hems provide secure wearing comfort. This versatile top can be dressed up or down depending on the occasion, making it a must-have fashion staple for the modern wardrobe. The lightweight fabric makes it ideal for warm weather, while the fitted silhouette flatters various body types.",,,taxable,,1,100,,0,0,,,,,1,,550,1100,Crop Top,,,"https://imagizer.imageshack.com/img924/4997/iRZBgI.jpg,https://imagizer.imageshack.com/img924/4705/hNxXsK.jpg,https://imagizer.imageshack.com/img924/1998/3IaZjb.jpg,https://imagizer.imageshack.com/img923/5746/2AXQp1.jpg",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,AM080-MAROON,, Women's Rayon Solid Off-Shoulder Smocked Crop Top Short Sleeve Casual Styles Tank Top (FREE SIZE) Multi23,1,0,visible,"Turn heads with this chic off-shoulder smocked crop top. Featuring a flattering shirred fit, ruffled trim, and vibrant color, it’s perfect for pairing with high-waisted jeans, skirts, or shorts—ideal for both casual outings and dressy occasions.","Make a bold statement with this stunning off-shoulder crop top. The smocked fabric creates an elegant textured pattern with delicate detailing throughout. Its stretchy, shirred design ensures a comfortable and flattering fit while the ruffled trim adds a feminine touch. The off-shoulder neckline with short sleeves creates a romantic silhouette perfect for casual outings or dressy occasions. The cropped length pairs beautifully with high-waisted jeans, skirts, or shorts. The vibrant colour makes it an eye-catching piece for your wardrobe. The elasticated top and bottom hems provide secure wearing comfort. This versatile top can be dressed up or down depending on the occasion, making it a must-have fashion staple for the modern wardrobe. The lightweight fabric makes it ideal for warm weather, while the fitted silhouette flatters various body types.",,,taxable,,1,100,,0,0,,,,,1,,550,1100,Crop Top,,,"https://imagizer.imageshack.com/img922/6114/M7juS4.jpg,https://imagizer.imageshack.com/img922/5902/jLtE0n.jpg,https://imagizer.imageshack.com/img923/8346/7Mt6Pt.jpg,https://imagizer.imageshack.com/img924/9320/gcn4sN.jpg",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,AM080-MUSTARD,, Women's Rayon Solid Off-Shoulder Smocked Crop Top Short Sleeve Casual Styles Tank Top (FREE SIZE) Multi24,1,0,visible,"Turn heads with this chic off-shoulder smocked crop top. Featuring a flattering shirred fit, ruffled trim, and vibrant color, it’s perfect for pairing with high-waisted jeans, skirts, or shorts—ideal for both casual outings and dressy occasions.","Make a bold statement with this stunning off-shoulder crop top. The smocked fabric creates an elegant textured pattern with delicate detailing throughout. Its stretchy, shirred design ensures a comfortable and flattering fit while the ruffled trim adds a feminine touch. The off-shoulder neckline with short sleeves creates a romantic silhouette perfect for casual outings or dressy occasions. The cropped length pairs beautifully with high-waisted jeans, skirts, or shorts. The vibrant colour makes it an eye-catching piece for your wardrobe. The elasticated top and bottom hems provide secure wearing comfort. This versatile top can be dressed up or down depending on the occasion, making it a must-have fashion staple for the modern wardrobe. The lightweight fabric makes it ideal for warm weather, while the fitted silhouette flatters various body types.",,,taxable,,1,100,,0,0,,,,,1,,550,1100,Crop Top,,,"https://imagizer.imageshack.com/img924/7944/WObVKh.jpg,https://imagizer.imageshack.com/img922/2365/uLTHv2.jpg,https://imagizer.imageshack.com/img924/1937/DkHfwy.jpg,https://imagizer.imageshack.com/img924/5922/0lDxkP.jpg",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,AM080-ORANGE,, Women's Rayon Solid Off-Shoulder Smocked Crop Top Short Sleeve Casual Styles Tank Top (FREE SIZE) Multi25,1,0,visible,"Turn heads with this chic off-shoulder smocked crop top. Featuring a flattering shirred fit, ruffled trim, and vibrant color, it’s perfect for pairing with high-waisted jeans, skirts, or shorts—ideal for both casual outings and dressy occasions.","Make a bold statement with this stunning off-shoulder crop top. The smocked fabric creates an elegant textured pattern with delicate detailing throughout. Its stretchy, shirred design ensures a comfortable and flattering fit while the ruffled trim adds a feminine touch. The off-shoulder neckline with short sleeves creates a romantic silhouette perfect for casual outings or dressy occasions. The cropped length pairs beautifully with high-waisted jeans, skirts, or shorts. The vibrant colour makes it an eye-catching piece for your wardrobe. The elasticated top and bottom hems provide secure wearing comfort. This versatile top can be dressed up or down depending on the occasion, making it a must-have fashion staple for the modern wardrobe. The lightweight fabric makes it ideal for warm weather, while the fitted silhouette flatters various body types.",,,taxable,,1,100,,0,0,,,,,1,,550,1100,Crop Top,,,"https://imagizer.imageshack.com/img923/9389/DuuFAH.jpg,https://imagizer.imageshack.com/img923/8826/GS0ZtT.jpg,https://imagizer.imageshack.com/img922/3645/yaQkLI.jpg,https://imagizer.imageshack.com/img922/6554/chnQb4.jpg",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,AM080-PINK,, Women's Rayon Solid Off-Shoulder Smocked Crop Top Short Sleeve Casual Styles Tank Top (FREE SIZE) Multi26,1,0,visible,"Turn heads with this chic off-shoulder smocked crop top. Featuring a flattering shirred fit, ruffled trim, and vibrant color, it’s perfect for pairing with high-waisted jeans, skirts, or shorts—ideal for both casual outings and dressy occasions.","Make a bold statement with this stunning off-shoulder crop top. The smocked fabric creates an elegant textured pattern with delicate detailing throughout. Its stretchy, shirred design ensures a comfortable and flattering fit while the ruffled trim adds a feminine touch. The off-shoulder neckline with short sleeves creates a romantic silhouette perfect for casual outings or dressy occasions. The cropped length pairs beautifully with high-waisted jeans, skirts, or shorts. The vibrant colour makes it an eye-catching piece for your wardrobe. The elasticated top and bottom hems provide secure wearing comfort. This versatile top can be dressed up or down depending on the occasion, making it a must-have fashion staple for the modern wardrobe. The lightweight fabric makes it ideal for warm weather, while the fitted silhouette flatters various body types.",,,taxable,,1,100,,0,0,,,,,1,,550,1100,Crop Top,,,"https://imagizer.imageshack.com/img923/2378/9tIP1Z.jpg,https://imagizer.imageshack.com/img923/5011/qQGyIT.jpg,https://imagizer.imageshack.com/img922/8469/NFIDbu.jpg,https://imagizer.imageshack.com/img924/3663/zbayKr.jpg",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,AM080-PISTACHIO,, Women's Rayon Solid Off-Shoulder Smocked Crop Top Short Sleeve Casual Styles Tank Top (FREE SIZE) Multi27,1,0,visible,"Turn heads with this chic off-shoulder smocked crop top. Featuring a flattering shirred fit, ruffled trim, and vibrant color, it’s perfect for pairing with high-waisted jeans, skirts, or shorts—ideal for both casual outings and dressy occasions.","Make a bold statement with this stunning off-shoulder crop top. The smocked fabric creates an elegant textured pattern with delicate detailing throughout. Its stretchy, shirred design ensures a comfortable and flattering fit while the ruffled trim adds a feminine touch. The off-shoulder neckline with short sleeves creates a romantic silhouette perfect for casual outings or dressy occasions. The cropped length pairs beautifully with high-waisted jeans, skirts, or shorts. The vibrant colour makes it an eye-catching piece for your wardrobe. The elasticated top and bottom hems provide secure wearing comfort. This versatile top can be dressed up or down depending on the occasion, making it a must-have fashion staple for the modern wardrobe. The lightweight fabric makes it ideal for warm weather, while the fitted silhouette flatters various body types.",,,taxable,,1,100,,0,0,,,,,1,,550,1100,Crop Top,,,"https://imagizer.imageshack.com/img922/4820/X77pmV.jpg,https://imagizer.imageshack.com/img924/1349/1BwN66.jpg,https://imagizer.imageshack.com/img924/9607/qVUmSo.jpg,https://imagizer.imageshack.com/img923/9296/DCSdxH.jpg",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,AM080-RED,, Women's Rayon Solid Off-Shoulder Smocked Crop Top Short Sleeve Casual Styles Tank Top (FREE SIZE) Multi28,1,0,visible,"Turn heads with this chic off-shoulder smocked crop top. Featuring a flattering shirred fit, ruffled trim, and vibrant color, it’s perfect for pairing with high-waisted jeans, skirts, or shorts—ideal for both casual outings and dressy occasions.","Make a bold statement with this stunning off-shoulder crop top. The smocked fabric creates an elegant textured pattern with delicate detailing throughout. Its stretchy, shirred design ensures a comfortable and flattering fit while the ruffled trim adds a feminine touch. The off-shoulder neckline with short sleeves creates a romantic silhouette perfect for casual outings or dressy occasions. The cropped length pairs beautifully with high-waisted jeans, skirts, or shorts. The vibrant colour makes it an eye-catching piece for your wardrobe. The elasticated top and bottom hems provide secure wearing comfort. This versatile top can be dressed up or down depending on the occasion, making it a must-have fashion staple for the modern wardrobe. The lightweight fabric makes it ideal for warm weather, while the fitted silhouette flatters various body types.",,,taxable,,1,100,,0,0,,,,,1,,550,1100,Crop Top,,,"https://imagizer.imageshack.com/img923/8577/FjZrqv.jpg,https://imagizer.imageshack.com/img924/659/mAmq4U.jpg,https://imagizer.imageshack.com/img922/2972/ypKdZI.jpg,https://imagizer.imageshack.com/img924/5364/er75Bu.jpg",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,AM080-SPRING ONION,, Women's Rayon Solid Off-Shoulder Smocked Crop Top Short Sleeve Casual Styles Tank Top (FREE SIZE) Multi29,1,0,visible,"Turn heads with this chic off-shoulder smocked crop top. Featuring a flattering shirred fit, ruffled trim, and vibrant color, it’s perfect for pairing with high-waisted jeans, skirts, or shorts—ideal for both casual outings and dressy occasions.","Make a bold statement with this stunning off-shoulder crop top. The smocked fabric creates an elegant textured pattern with delicate detailing throughout. Its stretchy, shirred design ensures a comfortable and flattering fit while the ruffled trim adds a feminine touch. The off-shoulder neckline with short sleeves creates a romantic silhouette perfect for casual outings or dressy occasions. The cropped length pairs beautifully with high-waisted jeans, skirts, or shorts. The vibrant colour makes it an eye-catching piece for your wardrobe. The elasticated top and bottom hems provide secure wearing comfort. This versatile top can be dressed up or down depending on the occasion, making it a must-have fashion staple for the modern wardrobe. The lightweight fabric makes it ideal for warm weather, while the fitted silhouette flatters various body types.",,,taxable,,1,100,,0,0,,,,,1,,550,1100,Crop Top,,,"https://imagizer.imageshack.com/img924/5599/96f1iT.jpg,https://imagizer.imageshack.com/img922/5746/KIneD2.jpg,https://imagizer.imageshack.com/img922/5799/fMMyWQ.jpg,https://imagizer.imageshack.com/img922/8676/1mM0SO.jpg",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
